filename,width,height,class,xmin,ymin,xmax,ymax
ship02016070502012020,256,256,ship,3,27,12,61
ship02016070502012020,256,256,ship,1,231,14,248
ship02016070502013013,256,256,ship,209,140,228,154
ship02016070502013014,256,256,ship,79,142,101,154
ship02016070502013019,256,256,ship,124,102,143,121
ship02016070502014014,256,256,ship,82,12,101,27
ship0201607050201404,256,256,ship,49,59,84,93
ship0201607050201501,256,256,ship,36,212,75,236
ship0201607050201601,256,256,ship,35,84,74,107
ship0201607050201601,256,256,ship,108,119,144,142
ship0201607050201601,256,256,ship,150,136,200,164
ship0201607050201602,256,256,ship,92,143,147,166
ship0201607050201602,256,256,ship,24,139,74,166
ship0201607050201701,256,256,ship,25,98,50,114
ship0201607050201701,256,256,ship,235,132,249,170
ship0201607050201701,256,256,ship,206,140,226,182
ship0201607050201701,256,256,ship,219,22,256,40
ship02016070502017013,256,256,ship,143,75,152,105
ship02016070502017014,256,256,ship,15,74,24,107
ship0201607050201702,256,256,ship,91,16,148,39
ship0201607050201702,256,256,ship,231,148,245,200
ship0201607050201702,256,256,ship,78,143,97,182
ship0201607050201702,256,256,ship,105,132,120,168
ship0201607050201702,256,256,ship,160,145,182,189
ship0201607050201702,256,256,ship,157,197,171,231
ship0201607050201703,256,256,ship,25,121,52,187
ship0201607050201703,256,256,ship,103,147,118,203
ship0201607050201704,256,256,ship,106,177,150,200
ship0201607050201707,256,256,ship,119,187,145,228
ship0201607050201707,256,256,ship,100,228,120,256
ship0201607050201707,256,256,ship,140,228,165,256
ship0201607050201707,256,256,ship,131,217,154,251
ship0201607050201708,256,256,ship,14,227,35,256
ship0201607050201708,256,256,ship,8,221,27,252
ship0201607050201801,256,256,ship,233,6,249,40
ship0201607050201802,256,256,ship,106,7,119,39
ship0201607050201802,256,256,ship,81,19,98,53
ship0201607050201802,256,256,ship,231,23,244,73
ship0201607050201802,256,256,ship,158,17,181,59
ship0201607050201803,256,256,ship,102,20,118,74
ship0201607050201803,256,256,ship,25,1,54,59
ship0201607050201804,256,256,ship,106,51,151,71
ship0201607050201805,256,256,ship,112,222,155,247
ship0201607050201806,256,256,ship,1,227,26,247
ship0201607050201806,256,256,ship,225,98,247,140
ship0201607050201807,256,256,ship,149,137,176,177
ship0201607050201807,256,256,ship,98,100,120,138
ship0201607050201807,256,256,ship,121,62,144,99
ship0201607050201807,256,256,ship,140,98,164,133
ship0201607050201807,256,256,ship,136,89,155,125
ship0201607050201808,256,256,ship,22,137,49,178
ship0201607050201808,256,256,ship,12,99,37,134
ship0201607050201808,256,256,ship,8,92,27,125
ship0201607050201905,256,256,ship,110,94,155,118
ship0201607050201906,256,256,ship,1,101,27,119
ship0201607050201907,256,256,ship,148,8,177,52
ship0201607050201907,256,256,ship,126,171,143,200
ship0201607050201908,256,256,ship,152,184,175,217
ship0201607050201908,256,256,ship,21,9,49,51
ship0201607050201909,256,256,ship,24,183,49,217
ship0201607050202008,256,256,ship,152,56,176,90
ship0201607050202008,256,256,ship,229,105,249,141
ship0201607050202008,256,256,ship,116,166,133,185
ship0201607050202008,256,256,ship,87,192,104,208
ship0201607050202009,256,256,ship,23,55,48,90
ship0201607050202009,256,256,ship,103,107,123,132
ship0201607050202023,256,256,ship,177,143,208,184
ship0201607050202024,256,256,ship,51,144,81,183
ship02016070502021010,256,256,ship,218,156,225,180
ship02016070502021011,256,256,ship,90,155,97,181
ship0201607050202104,256,256,ship,214,188,242,212
ship0201607050202104,256,256,ship,195,190,214,222
ship0201607050202105,256,256,ship,86,188,112,211
ship0201607050202105,256,256,ship,66,190,86,221
ship0201607050202106,256,256,ship,197,140,242,174
ship0201607050202107,256,256,ship,70,139,114,176
ship02016070502022010,256,256,ship,218,27,226,52
ship02016070502022011,256,256,ship,87,27,98,53
ship0201607050202204,256,256,ship,214,61,240,85
ship0201607050202204,256,256,ship,195,62,214,95
ship0201607050202205,256,256,ship,85,60,114,84
ship0201607050202205,256,256,ship,68,62,86,95
ship02016070502024012,256,256,ship,118,145,135,173
ship02016070502024012,256,256,ship,120,215,144,238
ship02016070502024012,256,256,ship,69,116,94,157
ship02016070502025012,256,256,ship,118,18,135,46
ship02016070502025012,256,256,ship,118,86,144,110
ship02016070502025012,256,256,ship,165,132,187,157
ship02016070502025012,256,256,ship,188,154,212,176
ship02016070502025012,256,256,ship,207,173,249,208
ship02016070502025012,256,256,ship,72,1,94,30
ship02016070502025012,256,256,ship,86,33,113,57
ship02016070502025012,256,256,ship,169,219,181,254
ship02016070502025013,256,256,ship,37,133,59,158
ship02016070502025013,256,256,ship,59,152,84,175
ship02016070502025013,256,256,ship,81,174,126,203
ship02016070502025013,256,256,ship,41,218,53,256
ship02016070502025013,256,256,ship,69,219,118,248
ship02016070502025013,256,256,ship,182,206,227,244
ship02016070502026012,256,256,ship,170,89,181,134
ship02016070502026012,256,256,ship,188,25,212,48
ship02016070502026013,256,256,ship,160,197,199,243
ship02016070502026013,256,256,ship,138,222,171,251
ship02016070502026013,256,256,ship,60,26,85,49
ship02016070502026013,256,256,ship,90,57,123,77
ship02016070502026013,256,256,ship,37,5,60,28
ship02016070502026013,256,256,ship,43,92,53,135
ship02016070502026013,256,256,ship,35,212,52,232
ship02016070502026013,256,256,ship,17,177,40,204
ship02016070502026013,256,256,ship,183,78,232,119
ship02016070502026014,256,256,ship,143,176,170,200
ship02016070502026014,256,256,ship,170,199,194,217
ship02016070502026014,256,256,ship,32,199,73,240
ship02016070502026014,256,256,ship,8,224,44,249
ship02016070502026014,256,256,ship,54,80,106,115
ship02016070502026014,256,256,ship,47,100,92,134
ship02016070502026015,256,256,ship,11,177,39,200
ship02016070502026015,256,256,ship,39,201,68,218
ship02016070502026019,256,256,ship,92,82,141,102
ship02016070502026019,256,256,ship,145,105,170,116
ship02016070502027013,256,256,ship,162,72,198,114
ship02016070502027013,256,256,ship,139,98,170,122
ship02016070502027014,256,256,ship,9,97,41,122
ship02016070502027014,256,256,ship,31,71,72,112
ship02016070502027014,256,256,ship,141,49,167,73
ship02016070502027014,256,256,ship,170,72,193,89
ship02016070502027015,256,256,ship,14,47,39,73
ship02016070502027015,256,256,ship,41,72,68,91
ship02016070502028014,256,256,ship,131,174,152,205
ship02016070502028014,256,256,ship,124,144,145,171
ship02016070502028014,256,256,ship,186,182,202,199
ship02016070502028015,256,256,ship,57,181,74,199
ship02016070502028015,256,256,ship,1,146,24,203
ship0201607050203023,256,256,ship,178,15,206,58
ship0201607050203023,256,256,ship,130,78,157,112
ship0201607050203024,256,256,ship,51,15,80,55
ship0201607050203024,256,256,ship,2,80,27,111
ship02016071701010012,256,256,ship,146,129,167,150
ship02016071701010013,256,256,ship,18,129,37,150
ship02016071701010038,256,256,ship,183,183,219,254
ship02016071701010039,256,256,ship,53,183,90,254
ship0201607170101027,256,256,ship,235,224,248,256
ship0201607170101028,256,256,ship,108,225,121,256
ship0201607170101035,256,256,ship,179,40,204,111
ship0201607170101036,256,256,ship,51,41,76,113
ship02016071701011038,256,256,ship,180,54,219,127
ship02016071701011039,256,256,ship,52,54,89,126
ship02016071701012019,256,256,ship,132,181,167,250
ship02016071701012020,256,256,ship,3,183,38,251
ship02016071701012056,256,256,ship,141,223,175,256
ship02016071701013019,256,256,ship,133,55,166,128
ship02016071701013020,256,256,ship,4,55,39,129
ship02016071701013038,256,256,ship,170,158,199,203
ship02016071701013039,256,256,ship,42,160,70,203
ship02016071701013056,256,256,ship,134,95,174,137
ship02016071701014028,256,256,ship,228,220,256,256
ship02016071701014029,256,256,ship,100,207,145,256
ship02016071701014030,256,256,ship,1,207,17,241
ship02016071701014038,256,256,ship,169,37,197,71
ship02016071701014039,256,256,ship,42,37,65,68
ship02016071701015028,256,256,ship,229,92,256,129
ship02016071701015029,256,256,ship,100,80,147,130
ship02016071701015030,256,256,ship,1,79,17,113
ship02016071701017013,256,256,ship,116,206,168,248
ship02016071701017014,256,256,ship,1,206,41,242
ship02016071701018013,256,256,ship,118,78,168,122
ship02016071701018014,256,256,ship,1,78,42,115
ship0201607170101808,256,256,ship,219,118,256,157
ship0201607170101809,256,256,ship,91,108,142,156
ship02016071701019028,256,256,ship,136,167,152,216
ship02016071701019029,256,256,ship,7,166,24,216
ship0201607170101908,256,256,ship,220,1,255,27
ship0201607170101909,256,256,ship,91,1,130,27
ship02016071701020028,256,256,ship,135,40,152,87
ship02016071701020029,256,256,ship,8,40,24,87
ship0201607170102027,256,256,ship,233,97,249,156
ship0201607170102028,256,256,ship,105,96,122,158
ship02016071701021019,256,256,ship,187,116,246,169
ship02016071701021020,256,256,ship,59,115,120,167
ship02016071701021023,256,256,ship,149,106,185,163
ship02016071701021024,256,256,ship,21,105,57,164
ship02016071701022011,256,256,ship,226,123,256,157
ship02016071701022012,256,256,ship,99,108,146,169
ship02016071701022019,256,256,ship,186,1,240,33
ship02016071701022020,256,256,ship,59,1,109,32
ship02016071701022023,256,256,ship,150,1,174,31
ship02016071701022024,256,256,ship,22,1,45,32
ship02016071701022025,256,256,ship,235,210,256,256
ship02016071701022026,256,256,ship,106,202,139,256
ship02016071701022051,256,256,ship,203,218,236,256
ship02016071701022052,256,256,ship,74,221,112,256
ship02016071701023011,256,256,ship,226,1,256,27
ship02016071701023012,256,256,ship,97,1,136,29
ship02016071701023025,256,256,ship,235,82,256,134
ship02016071701023026,256,256,ship,107,76,141,137
ship02016071701023051,256,256,ship,198,90,238,155
ship02016071701023052,256,256,ship,70,91,112,155
ship02016071701024016,256,256,ship,214,112,248,166
ship02016071701024017,256,256,ship,87,113,122,167
ship02016071701025010,256,256,ship,169,157,221,208
ship02016071701025011,256,256,ship,42,156,94,208
ship02016071701025016,256,256,ship,214,1,244,37
ship02016071701025017,256,256,ship,86,1,117,36
ship02016071701025020,256,256,ship,185,127,224,200
ship02016071701025021,256,256,ship,57,127,96,198
ship02016071701026010,256,256,ship,170,30,221,80
ship02016071701026011,256,256,ship,43,29,92,80
ship02016071701026020,256,256,ship,186,1,225,71
ship02016071701026021,256,256,ship,58,1,96,68
ship02016071701026049,256,256,ship,113,219,138,256
ship02016071701027017,256,256,ship,226,162,256,227
ship02016071701027018,256,256,ship,99,158,139,228
ship02016071701027026,256,256,ship,179,148,202,204
ship02016071701027027,256,256,ship,53,148,75,203
ship02016071701027048,256,256,ship,237,99,256,164
ship02016071701027049,256,256,ship,109,91,137,164
ship02016071701028015,256,256,ship,147,119,182,180
ship02016071701028016,256,256,ship,19,117,54,181
ship02016071701028017,256,256,ship,227,37,256,98
ship02016071701028018,256,256,ship,99,30,138,97
ship02016071701028026,256,256,ship,179,21,201,73
ship02016071701028027,256,256,ship,53,21,74,74
ship02016071701028045,256,256,ship,207,204,239,256
ship02016071701028046,256,256,ship,79,204,111,256
ship02016071701028048,256,256,ship,238,1,256,34
ship02016071701028049,256,256,ship,109,1,133,36
ship02016071701029015,256,256,ship,148,1,182,53
ship02016071701029016,256,256,ship,21,1,53,52
ship02016071701029023,256,256,ship,240,190,256,256
ship02016071701029045,256,256,ship,207,76,237,134
ship02016071701029046,256,256,ship,79,76,109,135
ship02016071701029051,256,256,ship,128,217,148,256
ship02016071701029052,256,256,ship,1,216,18,255
ship02016071701030023,256,256,ship,239,62,256,127
ship02016071701030024,256,256,ship,112,57,134,129
ship02016071701030026,256,256,ship,111,183,141,256
ship02016071701030051,256,256,ship,123,87,148,160
ship02016071701030052,256,256,ship,1,87,21,159
ship02016071701031011,256,256,ship,153,224,178,256
ship02016071701031012,256,256,ship,26,224,49,256
ship02016071701031025,256,256,ship,241,69,256,136
ship02016071701031026,256,256,ship,112,55,142,136
ship02016071701031027,256,256,ship,1,54,13,103
ship02016071701031051,256,256,ship,126,1,142,30
ship02016071701031052,256,256,ship,1,1,13,30
ship02016071701032011,256,256,ship,148,96,176,157
ship02016071701032012,256,256,ship,21,96,49,157
ship02016071701032017,256,256,ship,149,123,176,197
ship02016071701032018,256,256,ship,21,123,48,198
ship02016071701033017,256,256,ship,148,1,177,68
ship02016071701033018,256,256,ship,20,1,48,67
ship02016071701033023,256,256,ship,149,123,163,168
ship02016071701033024,256,256,ship,20,124,38,169
ship02016071701033048,256,256,ship,182,134,199,192
ship02016071701033049,256,256,ship,53,134,71,192
ship02016071701034023,256,256,ship,149,1,162,38
ship02016071701034024,256,256,ship,21,1,34,39
ship02016071701034048,256,256,ship,183,7,196,59
ship02016071701034049,256,256,ship,56,6,69,61
ship02016071701036011,256,256,ship,223,188,256,231
ship02016071701036012,256,256,ship,93,185,131,230
ship02016071701036013,256,256,ship,214,198,237,256
ship02016071701036014,256,256,ship,85,199,111,256
ship02016071701037011,256,256,ship,221,60,256,104
ship02016071701037012,256,256,ship,93,59,131,102
ship02016071701037013,256,256,ship,213,71,236,130
ship02016071701037014,256,256,ship,86,71,109,130
ship02016071701038040,256,256,ship,149,114,170,174
ship02016071701038041,256,256,ship,19,114,42,173
ship02016071701038046,256,256,ship,224,141,248,208
ship02016071701038047,256,256,ship,95,140,122,206
ship02016071701039040,256,256,ship,147,1,169,43
ship02016071701039041,256,256,ship,19,1,41,44
ship02016071701039046,256,256,ship,224,13,247,77
ship02016071701039047,256,256,ship,96,14,119,77
ship02016071701040033,256,256,ship,166,178,186,217
ship02016071701040034,256,256,ship,36,176,57,218
ship02016071701040036,256,256,ship,194,184,217,240
ship02016071701040037,256,256,ship,66,181,89,241
ship02016071701040039,256,256,ship,214,159,245,225
ship02016071701040040,256,256,ship,85,160,117,226
ship0201607170104027,256,256,ship,233,221,250,256
ship0201607170104028,256,256,ship,106,221,122,256
ship0201607170104043,256,256,ship,172,140,216,199
ship0201607170104044,256,256,ship,43,141,89,198
ship02016071701041033,256,256,ship,167,50,183,90
ship02016071701041034,256,256,ship,40,49,54,90
ship02016071701041036,256,256,ship,195,58,216,111
ship02016071701041037,256,256,ship,63,54,90,113
ship02016071701041039,256,256,ship,213,34,243,99
ship02016071701041040,256,256,ship,85,31,116,97
ship02016071701043031,256,256,ship,171,191,196,244
ship02016071701043032,256,256,ship,42,190,68,244
ship02016071701043036,256,256,ship,129,232,145,256
ship02016071701043037,256,256,ship,2,231,16,256
ship02016071701043042,256,256,ship,127,136,155,196
ship02016071701043043,256,256,ship,1,137,29,195
ship02016071701044031,256,256,ship,173,60,195,115
ship02016071701044032,256,256,ship,46,62,66,115
ship02016071701044033,256,256,ship,131,221,147,256
ship02016071701044034,256,256,ship,4,221,18,256
ship02016071701044036,256,256,ship,130,104,146,141
ship02016071701044037,256,256,ship,3,104,17,143
ship02016071701044040,256,256,ship,119,187,146,253
ship02016071701044042,256,256,ship,129,10,152,66
ship02016071701044043,256,256,ship,1,10,24,66
ship02016071701045033,256,256,ship,130,94,149,146
ship02016071701045034,256,256,ship,2,93,21,146
ship02016071701045040,256,256,ship,119,58,142,124
ship02016071701045043,256,256,ship,166,149,193,209
ship02016071701045044,256,256,ship,40,150,64,210
ship02016071701046031,256,256,ship,143,149,160,200
ship02016071701046032,256,256,ship,15,147,34,199
ship02016071701046043,256,256,ship,168,23,190,80
ship02016071701046044,256,256,ship,40,25,63,80
ship02016071701047031,256,256,ship,143,20,160,70
ship02016071701047032,256,256,ship,14,21,32,70
ship02016071701048034,256,256,ship,235,156,254,209
ship02016071701048035,256,256,ship,107,157,126,209
ship02016071701048038,256,256,ship,206,147,224,195
ship02016071701048039,256,256,ship,77,146,97,196
ship02016071701049038,256,256,ship,206,19,223,66
ship02016071701049039,256,256,ship,78,20,96,68
ship02016071701050016,256,256,ship,120,188,162,222
ship0201607170105027,256,256,ship,231,92,250,147
ship0201607170105028,256,256,ship,103,93,123,146
ship0201607170105043,256,256,ship,171,11,214,69
ship0201607170105044,256,256,ship,45,13,88,70
ship02016071701051016,256,256,ship,120,61,161,98
ship02016071701051017,256,256,ship,1,60,33,100
ship02016071701055010,256,256,ship,164,172,222,201
ship02016071701055011,256,256,ship,37,173,96,201
ship0201607170105505,256,256,ship,135,229,172,246
ship0201607170105506,256,256,ship,216,206,246,225
ship0201607170105506,256,256,ship,7,228,44,243
ship0201607170105507,256,256,ship,86,207,119,225
ship0201607170105508,256,256,ship,128,198,163,213
ship0201607170105509,256,256,ship,1,199,34,213
